Song Title,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating,Total Listen Time
Victory! (Team Galactic),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:19,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory! (Trainer Battle),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:22,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Victory! (Wild Pokémon),Junichi Masuda,Pokemon Diamond/Pearl OST,Video Game Music,00:17,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Hot N Cold,Katy Perry,One of the Boys,Pop,03:40,2008,2023-11-13T02:37:41Z,0,0,0,00:00:00
Firework,Katy Perry,Teenage Dream,Pop,03:47,2010,2023-11-13T02:37:41Z,0,0,0,00:00:00
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream (Deluxe Edition),Pop,03:50,2010,2023-11-13T02:37:41Z,0,0,0,00:00:00
Tik Tok,Ke$ha,Animal,Pop,03:19,2010,2023-11-13T02:37:41Z,0,0,0,00:00:00
I Go Back,Kenny Chesney,When the Sun Goes Down,Country,04:03,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Joy of Life,Kenny G,Breathless,Jazz,04:21,1992,2023-11-13T02:37:41Z,1,0,3,00:04:21
Forever in Love,Kenny G,Breathless,Jazz,05:01,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
In the Rain,Kenny G,Breathless,Jazz,05:03,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sentimental,Kenny G,Breathless,Jazz,06:38,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
By the Time This Night Is Over,Kenny G,Breathless,Jazz,04:48,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
End of the Night,Kenny G,Breathless,Jazz,05:25,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Alone,Kenny G,Breathless,Jazz,05:28,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Morning,Kenny G,Breathless,Jazz,05:17,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Even if My Heart Would Break,Kenny G,Breathless,Jazz,05:01,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
G-Bop,Kenny G,Breathless,Jazz,04:08,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Sister Rose,Kenny G,Breathless,Jazz,06:16,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
A Year Ago,Kenny G,Breathless,Jazz,05:19,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Homeland,Kenny G,Breathless,Jazz,04:36,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Wedding Song,Kenny G,Breathless,Jazz,03:21,1992,2023-11-13T02:37:41Z,0,0,0,00:00:00
Winter Wonderland,Kenny G,Miracles,Jazz,03:03,1994,2023-11-13T02:37:41Z,12,0,3,00:36:39
White Christmas,Kenny G,Miracles,Jazz,03:02,1994,2023-11-13T02:37:41Z,10,1,3,00:30:21
Have Yourself a Merry Little Christmas,Kenny G,Miracles,Jazz,03:58,1994,2023-11-13T02:37:41Z,11,0,3,00:43:38
Silent Night,Kenny G,Miracles,Jazz,03:47,1994,2023-11-13T02:37:41Z,11,0,3,00:41:45
Greensleeves,Kenny G,Miracles,Jazz,03:29,1994,2023-11-13T02:37:41Z,11,1,3,00:38:26
Miracles,Kenny G,Miracles,Jazz,02:32,1994,2023-11-13T02:37:41Z,11,0,3,00:27:58
Little Drummer Boy,Kenny G,Miracles,Jazz,04:05,1994,2023-11-13T02:37:41Z,11,0,3,00:44:57
The Chanukah Song,Kenny G,Miracles,Jazz,02:30,1994,2023-11-13T02:37:41Z,10,0,3,00:25:09
Silver Bells,Kenny G,Miracles,Jazz,04:00,1994,2023-11-13T02:37:41Z,10,0,3,00:40:06
Away in a Manger,Kenny G,Miracles,Jazz,02:39,1994,2023-11-13T02:37:41Z,11,0,3,00:29:15
Brahms Lullaby,Kenny G,Miracles,Jazz,03:13,1994,2023-11-13T02:37:41Z,10,1,3,00:32:16
Blow,Kesha,Cannibal,Pop,03:39,2010,2023-11-13T02:37:41Z,0,0,0,00:00:00
My Curse,Killswitch Engage,As Daylight Dies,Metal,04:04,2006,2023-11-13T02:37:41Z,3,0,5,00:12:14
Sweet Disposition (Piano),The Temper Trap,Conditions,Alternative,04:04,2008,2023-11-13T02:37:41Z,2,0,5,00:08:08
Compass,Lady Antebellum,Golden (Deluxe Edition),Country,03:03,2013,2023-11-13T02:37:41Z,0,0,0,00:00:00
Layover Letdown,Life on Repeat,Struggle + Sleep,Rock,03:19,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Get Low,Lil Jon & The East Side Boyz & Ying Yang Twins,Kings of Crunk,Hip-Hop/Rap,05:34,2002,2023-11-13T02:37:41Z,0,0,0,00:00:00
Crystallize,Lindsey Stirling,Crystallize - Single,Electronic,04:20,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
New Divide,Linkin Park,Transformers: Revenge of the Fallen (The Album),Soundtrack,04:28,2009,2023-11-13T02:37:41Z,0,0,1,00:00:00
Party Rock Anthem (feat. Lauren Bennett & GoonRock),LMFAO,Sorry for Party Rocking (Deluxe Version),Pop,04:22,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Maps,Maroon 5,V (Deluxe Version),Pop,03:10,2014,2023-11-13T02:37:41Z,0,0,3,00:00:00
Halo Theme Mjolnir Mix,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,04:11,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Blow Me Away (Performed by Breaking Benjamin),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:25,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Peril,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:46,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Ghosts of Reach,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:22,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Follow (1st Movement of the Odyssey) (Performed by Incubus),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,04:15,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Heretic. Hero.,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:34,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Flawed Legacy,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:58,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Impend,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:21,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Never Surrender (Performed by Nile Rogers & Nataraj),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:35,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Ancient Machine,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:38,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
2nd Movement of the Odyssey,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,07:40,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
In Amber Clad,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:39,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Last Spartan,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:18,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Orbit of Glass,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:18,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
3rd Movement of the Odyssey (Performed by Incubus),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,06:40,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Heavy Price Paid,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:31,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Earth City,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,03:06,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
High Charity,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:59,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
4th Movement of the Odyssey,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,09:07,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Remembrance,"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,01:17,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Connected (Performed by Hoobastank),"Martin O'Donnell, Michael Salvatori",Halo 2 OST Vol. 1,Video Game Music,02:39,2004,2023-11-13T02:37:41Z,0,0,0,00:00:00
Overture,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:38,2009,2023-11-13T02:37:41Z,2,1,5,00:11:17
The Rookie,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:29,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
More Than His Share,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:48,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Deference for Darkness,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:38,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Menagerie,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:09,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Asphault and Ablution,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:03,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Traffic Jam,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:52,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Neon Night,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,05:37,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Office of Naval Intelligence,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,08:50,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Bits and Pieces,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:04,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Skyline,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:01,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
No Stone Unturned,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,03:22,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
One Way Ride,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:50,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Light at the End,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,07:52,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Data Hive,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,06:03,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Special Delivery,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,10:22,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Finale,"Martin O'Donnell, Michael Salvatori",Halo 3: ODST OST,Video Game Music,08:12,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Jamie All Over,Mayday Parade,A Lesson In Romantics,Alternative,03:36,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Miserable At Best,Mayday Parade,A Lesson In Romantics,Alternative,05:16,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Kids In Love,Mayday Parade,Anywhere But Here,Alternative,03:36,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Center of Attention,Mayday Parade,Anywhere But Here,Alternative,02:59,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Still Breathing,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:52,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
Bruised and Scarred,Mayday Parade,Anywhere But Here (Deluxe Version),Alternative,03:23,2009,2023-11-13T02:37:41Z,0,0,0,00:00:00
You're Dead Wrong,Mayday Parade,Mayday Parade,Alternative,03:59,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Stay,Mayday Parade,Mayday Parade,Alternative,03:34,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
When You See My Friends,Mayday Parade,Mayday Parade (Deluxe Edition),Alternative,03:34,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
"Oh Well, Oh Well",Mayday Parade,"Oh Well, Oh Well - Single",Alternative,04:49,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Last Something That Meant Anything,Mayday Parade,Tales Told By Dead Friends - EP,Alternative,04:54,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
When You See My Friends,Mayday Parade,When You See My Friends - Single,Alternative,03:34,2011,2023-11-13T02:37:41Z,0,0,0,00:00:00
Seliana Day Theme,Akiyuki Morimoto,Monster Hunter World: Icebourne,Video Game Music,04:44,2018,2023-11-13T02:37:41Z,57,2,5,04:30:25
Tales Spun Through Song,Akiyuki Morimoto,Monster Hunter World: Icebourne,Video Game Music,04:37,2019,2023-11-13T02:37:41Z,61,1,5,04:42:18
Sand In My Boots,Morgan Wallen,Dangerous: The Double Album,Country,03:22,2021,2023-11-13T02:37:41Z,0,0,0,00:00:00
Prologue,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:45,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Firelink Shrine,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:56,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Taurus Demon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:39,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Bell Gargoyle,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:25,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Pinwheel,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:57,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Gaping Dragon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:16,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Chaos Witch Quelaag,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:38,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Daughters of Chaos,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:54,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Iron Golem,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:50,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Ornstein & Smough,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:04,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
"Gwynevere, Princess of Sunlight",Motoi Sakuraba,Dark Souls OST,Video Game Music,03:21,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Great Grey Wolf Sif,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:18,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Caeseless Discharge,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:02,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Centipede Demon,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:49,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Four Kings,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:46,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Seath the Scaleless,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:54,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Gravelord Nito,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:43,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Bed of Chaos,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:00,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
The Ancient Dragon,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:40,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Crossbreed Priscilla,Motoi Sakuraba,Dark Souls OST,Video Game Music,03:09,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Dark Sun Gwyndolin,Motoi Sakuraba,Dark Souls OST,Video Game Music,02:59,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
"Gwyn, Lord of Cinder",Motoi Sakuraba,Dark Souls OST,Video Game Music,03:37,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Nameless Song,Motoi Sakuraba,Dark Souls OST,Video Game Music,06:38,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Awake My Soul,Mumford & Sons,Sigh No More,Rock,04:15,2009,2023-11-13T02:37:41Z,27,0,5,01:55:07
Women Looking Cute,Neal Brennan,Women and Black Dudes,Comedy,07:14,2014,2023-11-13T02:37:41Z,0,0,0,00:00:00
Just a Dream,Nelly,Just a Dream - Single,Hip-Hop/Rap,03:57,2010,2023-11-13T02:37:41Z,14,0,5,00:55:31
Luminous,Arkive,Sonder,Metal,05:00,2017,2023-11-13T02:37:41Z,12,4,4,01:00:01
Already Gone,Bayside,Killing Time,Rock,03:39,2011,2023-11-13T02:37:41Z,16,3,4,00:58:36
Slow Breathing,Celtic Chillout Relaxation Academy,Celtic Spa & Relaxation,Celtic,03:31,2018,2023-11-13T02:37:41Z,48,2,4,02:49:28
In Flames,Dabin,Pyres,EDM,03:24,2018,2023-11-13T02:37:41Z,24,5,4,01:21:53
All I See,"Draper, Laura Brehm",All I See (Single),EDM,03:24,2016,2023-11-13T02:37:41Z,33,16,4,01:52:24
Ancient Retreat (From Pokemon Legends: Arceus),GlitchxCity,Ancient Retreat (From Pokemon Legends: Arceus),Electronic,03:21,2022,2023-11-13T02:37:41Z,61,17,4,03:25:19
The Reason (Acoustic),Hoobastank,Hoobastank (20 Year Anniversary),Acoustic,03:54,2020,2023-11-13T02:37:41Z,75,2,5,04:52:39
Dusk Sermons,Le Palade,Dusk Sermons,Atmospheric Piano,03:21,2022,2023-11-13T02:37:41Z,45,1,4,02:31:13
All Gone,Michael St. Laurent,Armada Chill 001,Electronic,03:41,2014,2023-11-13T02:37:41Z,48,2,5,02:57:31
Lost Cause,Novelists,Smoke Signals,Metal,04:51,2022,2023-11-13T02:37:41Z,46,5,5,03:43:08
My Solution Is in the Lake,Pentimento,"I, No Longer",Punk Rock,03:13,2015,2023-11-13T02:37:41Z,12,4,4,00:38:43
Dark Chocolate,Purrple Cat,Sweet Dreams,LoFi,02:57,2020,2023-11-13T02:37:41Z,50,2,5,02:27:45
Late Night Latte,Purrple Cat,Sweet Dreams,LoFi,03:13,2020,2023-11-13T02:37:41Z,52,3,5,02:47:31
Space Cadet,"Philanthrope, sleepy fish",Chillhop Daydreams 2,LoFi,02:22,2019,2023-11-13T02:37:41Z,47,3,4,01:51:35
Last Days,Yasushi Yoshida,Heavenly Me Last Days,Atmospheric Piano,09:59,2016,2023-11-13T02:37:41Z,29,7,4,04:49:45
Bleach,Hurtwave,Night Therapy I,Alternative,03:18,2021,2023-11-13T02:37:41Z,200,1,5,11:02:00
Fireflies,Lights & Motion,Chronicle,Post-Rock,05:25,2015,2023-11-13T02:37:41Z,1,1,4,00:05:25
Pound the Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,03:25,2012,2023-11-13T02:37:41Z,0,0,0,00:00:00
Antares,Novelists,Antares (Single),Metal,04:45,2014,2023-11-13T02:37:41Z,31,2,5,02:27:26
Say (All I Need),OneRepublic,Dreaming Out Loud,Pop,03:50,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Mercy,OneRepublic,Dreaming Out Loud,Pop,04:01,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Stop and Stare,OneRepublic,Dreaming Out Loud,Pop,03:43,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Apologize,OneRepublic,Dreaming Out Loud,Pop,03:28,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
"Goodbye, Apathy",OneRepublic,Dreaming Out Loud,Pop,03:32,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
All Fall Down,OneRepublic,Dreaming Out Loud,Pop,04:05,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Tyrant,OneRepublic,Dreaming Out Loud,Pop,05:03,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Prodigal,OneRepublic,Dreaming Out Loud,Pop,03:55,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Won't Stop,OneRepublic,Dreaming Out Loud,Pop,05:03,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
All We Are,OneRepublic,Dreaming Out Loud,Pop,04:28,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Someone to Save You,OneRepublic,Dreaming Out Loud,Pop,04:15,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Come Home,OneRepublic,Dreaming Out Loud,Pop,04:23,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Apologize,OneRepublic,Dreaming Out Loud,Pop,03:05,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Gunman,Orden Ogan,Gunmen,Power Metal,05:17,2017,2023-11-13T02:37:41Z,49,5,5,04:19:28
Fields of Sorrow,Orden Ogan,Gunmen,Power Metal,06:43,2017,2023-11-13T02:37:41Z,29,1,5,03:14:59
Forlorn and Forsaken,Orden Ogan,Gunmen,Power Metal,04:48,2017,2023-11-13T02:37:41Z,21,1,5,01:40:48
Vampire in Ghost Town,Orden Ogan,Gunmen,Power Metal,06:16,2017,2023-11-13T02:37:41Z,24,0,4,02:30:40
Come With Me to the Other Side,Orden Ogan,Gunmen,Power Metal,06:14,2017,2023-11-13T02:37:41Z,24,1,5,02:29:38
The Face of Silence,Orden Ogan,Gunmen,Power Metal,06:14,2017,2023-11-13T02:37:41Z,11,2,4,01:08:36
Ashen Rain,Orden Ogan,Gunmen,Power Metal,03:53,2017,2023-11-13T02:37:41Z,23,0,5,01:29:32
Down Here (Wanted Dead or Alive),Orden Ogan,Gunmen,Power Metal,03:15,2017,2023-11-13T02:37:41Z,27,1,5,01:27:49
One Last Chance,Orden Ogan,Gunmen,Power Metal,05:15,2017,2023-11-13T02:37:41Z,19,1,4,01:39:57
Finis Coronat Opus,Orden Ogan,Gunmen,Power Metal,08:48,2017,2023-11-13T02:37:41Z,19,1,5,02:47:21
That's What You Get,Paramore,Riot!,Alternative,03:40,2007,2023-11-13T02:37:41Z,0,0,0,00:00:00
Begin,Parkway Drive,Horizons,Metal,00:48,2007,2023-11-13T02:37:41Z,0,0,3,00:00:00
The Sirens' Song,Parkway Drive,Horizons,Metal,03:04,2007,2023-11-13T02:37:41Z,2,5,3,00:06:09
Feed Them to the Pigs,Parkway Drive,Horizons,Metal,02:35,2007,2023-11-13T02:37:41Z,1,1,3,00:02:35
Carrion,Parkway Drive,Horizons,Metal,03:07,2007,2023-11-13T02:37:41Z,5,0,3,00:15:39
Five Months,Parkway Drive,Horizons,Metal,04:02,2007,2023-11-13T02:37:41Z,5,0,4,00:20:10
Boneyards,Parkway Drive,Horizons,Metal,03:15,2007,2023-11-13T02:37:41Z,5,7,4,00:16:18
Idols and Anchors,Parkway Drive,Horizons,Metal,03:48,2007,2023-11-13T02:37:41Z,8,1,5,00:30:25
Moments in Oblivion,Parkway Drive,Horizons,Metal,01:43,2007,2023-11-13T02:37:41Z,9,2,4,00:15:28
Breaking Point,Parkway Drive,Horizons,Metal,03:38,2007,2023-11-13T02:37:41Z,3,0,4,00:10:54
Dead Man's Chest,Parkway Drive,Horizons,Metal,03:21,2007,2023-11-13T02:37:41Z,1,2,4,00:03:21
Frostbite,Parkway Drive,Horizons,Metal,03:35,2007,2023-11-13T02:37:41Z,8,0,5,00:28:42
Horizons,Parkway Drive,Horizons,Metal,05:39,2007,2023-11-13T02:37:41Z,34,0,5,03:12:06
Destroyer,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:47,2015,2023-11-13T02:37:41Z,31,3,5,02:28:27
Dying to Believe,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:12,2015,2023-11-13T02:37:41Z,3,1,3,00:09:38
Vice Grip,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:23,2015,2023-11-13T02:37:41Z,12,0,4,00:52:43
Crushed,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:36,2015,2023-11-13T02:37:41Z,48,0,5,03:40:58
Fractures,Parkway Drive,Ire (Deluxe Edition),Metalcore,05:32,2015,2023-11-13T02:37:41Z,42,0,5,03:53:02
Writings on the Wall,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:23,2015,2023-11-13T02:37:41Z,27,0,4,01:58:46
Bottom Feeder,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:20,2015,2023-11-13T02:37:41Z,6,1,4,00:26:00
The Sound of Violence,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:24,2015,2023-11-13T02:37:41Z,5,4,4,00:17:03
Vicious,Parkway Drive,Ire (Deluxe Edition),Metalcore,04:21,2015,2023-11-13T02:37:41Z,4,1,4,00:17:26
Dedicated,Parkway Drive,Ire (Deluxe Edition),Metalcore,03:23,2015,2023-11-13T02:37:41Z,6,1,4,00:20:19
A Deathless Song,Parkway Drive,Ire (Deluxe Edition),Metalcore,05:53,2015,2023-11-13T02:37:41Z,33,3,5,03:14:40
Devil's Calling (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,03:26,2016,2023-11-13T02:37:41Z,5,2,3,00:17:12
Into The Dark (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,03:30,2016,2023-11-13T02:37:41Z,2,1,4,00:07:00
A Deathless Song (Remix) (Feat. Jenna McDougall) (Bonus Track),Parkway Drive,Ire (Deluxe Edition),Metalcore,04:00,2016,2023-11-13T02:37:41Z,7,1,5,00:28:04
Come to Jesus,Paul Alan,Drive It Home,Christian & Gospel,04:11,2008,2023-11-13T02:37:41Z,0,0,0,00:00:00
Who We Are,Picturesque,Monstrous Things,Metal,03:27,2015,2023-11-13T02:37:41Z,18,6,4,01:02:19
Timber (feat. Ke$ha),Pitbull,Global Warming: Meltdown (Deluxe Version),Pop,03:24,2012,2023-11-13T02:37:41Z,0,0,3,00:00:00
Gangnam Style,PSY,Gangnam Style - Single,Pop,03:39,2012,2023-11-13T02:37:41Z,0,0,3,00:00:00
We Will Rock You,Queen,Queen: Greatest Hits I & II,Rock,02:01,1992,2023-11-13T02:37:41Z,0,0,3,00:00:00
Life Is a Highway,Rascal Flatts,Cars (Soundtrack from the Motion Picture),Soundtrack,04:35,2006,2023-11-13T02:37:41Z,0,0,0,00:00:00
Already Over,Red,End of Silence,Rock,04:24,2006,2023-11-13T02:37:41Z,0,0,5,00:00:00
Release the Panic,Red,Release the Panic (Deluxe Edition),Rock,03:01,2013,2023-11-13T02:37:41Z,0,0,4,00:00:00
Audience of One,Rise Against,Appeal to Reason,Rock,04:05,2008,2023-11-13T02:37:41Z,0,0,3,00:00:00
Son of a Gun,Search the City,A Fire So Big the Heavens Can See It,Rock,03:12,2008,2023-11-13T02:37:41Z,12,2,4,00:38:32
